AccX,AccY,AccZ
0.028,-0.038,-9.892
0.041,-0.053,-9.796
0.011,0.007,-9.87
-0.011,-0.02,-9.914
-0.006,0.005,-9.866
0.03,-0.039,-9.85
0.024,-0.036,-9.894
0.049,-0.06,-9.861
0.021,-0.019,-9.901
0.037,-0.067,-9.854
0.024,-0.02,-9.871
0.013,-0.035,-9.913
0.05,-0.055,-9.871
0.027,-0.061,-9.916
0.006,-0.011,-9.86
0.001,-0.035,-9.849
0.019,-0.022,-9.895
0.033,-0.052,-9.918
0.02,0.019,-9.853
0.024,-0.041,-9.896
0.056,-0.048,-9.889
0.026,-0.022,-9.888
0.013,-0.011,-9.917
0.064,-0.068,-9.846
-0.001,0.002,-9.888
0.033,-0.078,-9.921
0.042,-0.036,-9.881
0.011,-0.032,-9.893
0.017,-0.012,-9.858
0.032,-0.037,-9.837
0.023,0.012,-9.871
0.021,-0.04,-9.89
0.032,-0.018,-9.928
0.007,-0.009,-9.874
0.044,-0.062,-9.865
0.037,-0.07,-9.89
0.051,-0.05,-9.904
0.022,-0.04,-9.841
0.012,-0.025,-9.944
0.035,-0.051,-9.899
0.005,0.036,-9.897
0,-0.038,-9.9
0.026,-0.025,-9.955
0.04,-0.08,-9.911
0.006,0.028,-9.893
0.008,-0.032,-9.871
0.02,-0.057,-9.838
-0.007,0.007,-9.824
0.039,-0.034,-9.894
0.006,-0.03,-9.872
0.006,-0.001,-9.864
0.027,-0.018,-9.878
0.006,0.001,-9.866
-0.017,-0.006,-9.901
0.044,-0.032,-9.868
0.021,-0.047,-9.896
0.041,-0.026,-9.879
-0.001,-0.018,-9.875
0.014,-0.038,-9.907
0.001,0.022,-9.876
0.036,-0.034,-9.881
0,0.01,-9.899
0.025,-0.009,-9.903
0.047,-0.055,-9.878
-0.002,0.011,-9.9
0.02,-0.023,-9.895
0.059,-0.062,-9.885
-0.012,0.025,-9.88
0.004,-0.019,-9.875
0.043,-0.037,-9.872
0.046,-0.048,-9.842
0.007,-0.028,-9.913
0.057,-0.068,-9.9
0.034,-0.067,-9.892
0.038,-0.041,-9.9
0.021,-0.035,-9.898
0.006,0.011,-9.859
0.021,-0.008,-9.922
0.03,-0.03,-9.877
0.006,-0.014,-9.931
0.031,-0.014,-9.86
0.024,-0.043,-9.826
0.012,-0.021,-9.825
0.02,-0.044,-9.885
-0.007,0.001,-9.862
0.018,-0.015,-9.915
0.018,-0.017,-9.841
0.05,-0.067,-9.891
0.034,-0.036,-9.872
0.003,0.007,-9.851
0.054,-0.069,-9.826
0.03,-0.036,-9.863
0.004,0.019,-9.854
0.022,-0.034,-9.865
0.048,-0.048,-9.908
0.01,-0.001,-9.882
0.027,-0.01,-9.92
0.02,-0.012,-9.888
0.057,-0.086,-9.872
0.043,-0.052,-9.89
0.033,-0.035,-9.835
0.036,-0.055,-9.913
0.014,0.009,-9.913
0.016,-0.018,-9.897
0.028,-0.013,-9.91
0.031,-0.062,-9.863
0.047,-0.047,-9.829
0,0.025,-9.837
0.029,-0.017,-9.84
0.007,-0.04,-9.876
0.026,-0.023,-9.902
0.011,-0.018,-9.897
0.025,-0.006,-9.919
0.036,-0.037,-9.91
0.037,-0.055,-9.841
0.033,-0.05,-9.882
0.045,-0.039,-9.927
0.041,-0.035,-9.887
0.04,-0.076,-9.847
0.003,-0.015,-9.865
0.031,-0.029,-9.871
0.016,-0.003,-9.889
0.021,-0.04,-9.853
0.007,0.013,-9.897
0.048,-0.036,-9.938
0.023,-0.047,-9.878
0.057,-0.03,-9.845
0.04,-0.054,-9.922
0.038,-0.03,-9.876
0.057,-0.081,-9.908
0.013,-0.008,-9.861
0.015,-0.021,-9.875
0.03,-0.025,-9.896
0.021,-0.042,-9.906
0.049,-0.029,-9.869
0.02,-0.043,-9.905
0.023,-0.013,-9.885
0.021,-0.031,-9.871
0.047,-0.048,-9.901
0.045,-0.072,-9.901
0.023,-0.028,-9.837
0.014,-0.051,-9.943
0.053,-0.047,-9.883
0.024,-0.029,-9.9
0.026,-0.031,-9.864
0.035,-0.067,-9.883
0.047,-0.046,-9.929
0.017,-0.035,-9.905
0.028,-0.022,-9.904
0.01,-0.012,-9.9
0.021,-0.048,-9.905
0.02,-0.033,-9.885
0.028,-0.035,-9.887
0.021,-0.034,-9.913
0.06,-0.049,-9.885
0.041,-0.066,-9.908
0.016,-0.013,-9.856
0.009,-0.027,-9.907
0.038,-0.031,-9.88
0.01,-0.02,-9.885
0.033,-0.034,-9.93
-0.007,0.009,-9.909
0.027,-0.018,-9.867
0.029,-0.033,-9.895
0.039,-0.031,-9.857
0.007,-0.017,-9.924
0.063,-0.073,-9.905
0.015,-0.025,-9.875
0.028,-0.047,-9.871
0.005,-0.011,-9.904
0.051,-0.074,-9.853
-0.004,-0.029,-9.882
0.01,0.014,-9.865
0.041,-0.057,-9.897
0.037,-0.076,-9.844
0.041,-0.062,-9.892
0.02,-0.034,-9.907
0.032,-0.024,-9.9
0.02,-0.059,-9.864
0.028,-0.043,-9.837
0.054,-0.039,-9.873
0.022,-0.025,-9.935
0.054,-0.062,-9.902
0.039,-0.054,-9.888
0.017,-0.013,-9.869
0.017,-0.01,-9.901
-0.013,0.009,-9.895
0.031,-0.076,-9.865
0.012,0.031,-9.864
0.009,-0.023,-9.934
0.011,-0.008,-9.918
0.031,-0.067,-9.874
0.012,-0.01,-9.937
0.02,-0.052,-9.832
0.046,-0.03,-9.835
0.007,-0.008,-9.882
0.078,-0.075,-9.914
0.012,-0.011,-9.833
0.013,-0.027,-9.899
0.031,-0.075,-9.915
0.06,-0.049,-9.822
-0.001,0.008,-9.879
0.044,-0.028,-9.913
0.05,-0.099,-9.94
0.034,-0.029,-9.924
0.004,-0.019,-9.799
0.027,-0.005,-9.959
0.008,-0.02,-9.877
0.016,-0.001,-9.873
0.051,-0.054,-9.903
0.019,-0.015,-9.908
0.003,-0.003,-9.891
0.051,-0.054,-9.882
0.012,-0.012,-9.868
0.031,-0.043,-9.932
0.009,-0.021,-9.88
0.012,-0.025,-9.921
-0.006,-0.018,-9.88
0.008,0.002,-9.94
0.024,-0.051,-9.859
0.031,-0.044,-9.875
0.05,-0.081,-9.869
0.042,-0.055,-9.841
0.046,-0.057,-9.796
0.035,-0.025,-9.869
0.005,-0.012,-9.891
0.025,-0.018,-9.888
0.012,-0.018,-9.906
0.039,-0.047,-9.865
0.018,-0.032,-9.888
0.022,-0.033,-9.852
0.026,-0.04,-9.875
0.012,-0.023,-9.863
0.034,-0.047,-9.904
0.04,-0.052,-9.887
0.034,-0.069,-9.806
0.024,-0.033,-9.916
0.007,-0.031,-9.921
0.045,-0.058,-9.83
0.034,-0.043,-9.927
0.008,0.011,-9.869
0.017,-0.018,-9.911
0.02,-0.004,-9.92
0.026,-0.041,-9.892
0.015,0.001,-9.897
0.03,-0.068,-9.888
0.039,-0.052,-9.84
-0.005,0.001,-9.864
0.007,-0.034,-9.919
0.012,-0.048,-9.908
0.008,0.01,-9.872
0.043,-0.063,-9.932
0.038,-0.031,-9.876
0,-0.018,-9.872
0.028,-0.032,-9.862
0.042,-0.054,-9.862
0.052,-0.096,-9.872
0.029,-0.026,-9.833
0.041,-0.049,-9.886
0.024,-0.034,-9.862
0.01,-0.012,-9.938
0.041,-0.046,-9.883
0.046,-0.042,-9.892
0.061,-0.076,-9.87
0.019,-0.002,-9.882
0.012,-0.005,-9.869
0.032,-0.026,-9.907
0.041,-0.056,-9.886
0.031,-0.045,-9.873
0.019,-0.013,-9.913
0.052,-0.047,-9.908
0.009,-0.034,-9.889
0.007,-0.026,-9.958
0.021,-0.035,-9.903
0.052,-0.048,-9.958
-0.012,0.034,-9.889
0.02,0.008,-9.822
0.025,-0.057,-9.871
0.012,0.011,-9.884
0.028,-0.06,-9.895
0.044,-0.025,-9.909
0.025,-0.041,-9.904
-0.004,-0.013,-9.866
-0.017,0.011,-9.901
-0.013,0.022,-9.88
0.015,-0.034,-9.892
0.006,-0.014,-9.869
0.032,-0.042,-9.917
0.045,-0.047,-9.932
0.038,-0.055,-9.943
0.044,-0.018,-9.858
0.047,-0.031,-9.894
-0.008,0.05,-9.931
0.014,-0.034,-9.9
0.028,-0.03,-9.89
0.005,-0.042,-9.897
0.021,-0.012,-9.892
0.05,-0.065,-9.89
0.026,-0.035,-9.855
0.028,-0.045,-9.951
0.009,-0.02,-9.861
-0.006,0.01,-9.905
0.031,-0.027,-9.877
0.033,-0.032,-9.896
0.035,-0.034,-9.867
0.054,-0.064,-9.915
0.031,-0.021,-9.876
0.009,0.006,-9.866
0.038,-0.054,-9.903
0.031,-0.036,-9.895
0.043,-0.029,-9.893
0.026,-0.031,-9.925
0.039,-0.034,-9.9
0.033,-0.049,-9.932
0.024,-0.017,-9.887
0.006,-0.013,-9.869
0.02,-0.015,-9.889
0.028,-0.024,-9.846
0.049,-0.052,-9.906
0.018,-0.035,-9.905
0.019,0.019,-9.862
0.025,-0.06,-9.842
0.002,0.003,-9.894
0.021,-0.028,-9.896
0.012,-0.016,-9.869
0.008,0.023,-9.911
0.026,0.001,-9.882
0.03,-0.033,-9.932
0.029,-0.016,-9.903
0.056,-0.07,-9.904
0.046,-0.064,-9.904
0.015,-0.013,-9.878
0.01,0.009,-9.869
0,-0.004,-9.865
0.008,-0.011,-9.891
0.025,-0.039,-9.891
0.061,-0.045,-9.889
0.037,-0.054,-9.931
0.048,-0.053,-9.909
0.05,-0.042,-9.895
0.034,-0.054,-9.907
0.009,-0.018,-9.881
0.022,-0.01,-9.901
0.027,-0.029,-9.877
0.04,-0.027,-9.873
0.003,-0.018,-9.93
0.036,-0.027,-9.896
0.03,-0.043,-9.871
0.037,-0.047,-9.91
0.052,-0.055,-9.891
0.04,-0.038,-9.89
0.003,-0.009,-9.889
0.035,-0.026,-9.901
0.043,-0.06,-9.875
0.05,-0.074,-9.91
0.034,-0.048,-9.924
0.028,-0.055,-9.904
0.018,-0.045,-9.844
0.012,-0.04,-9.829
0.047,-0.048,-9.91
0.007,-0.002,-9.895
0.005,-0.026,-9.859
0.009,-0.023,-9.899
0.023,-0.04,-9.909
0.029,-0.02,-9.918
0.041,-0.051,-9.869
0.028,-0.013,-9.878
-0.019,0.049,-9.947
0.051,-0.053,-9.862
0.014,-0.02,-9.817
0.081,-0.088,-9.927
0.017,-0.019,-9.888
0.037,-0.04,-9.891
0.005,-0.02,-9.917
0.037,-0.053,-9.913
0.026,-0.033,-9.91
0.048,-0.044,-9.891
0.003,-0.001,-9.897
0.031,-0.03,-9.899
0.035,-0.047,-9.886
0.033,-0.05,-9.884
-0.005,0.013,-9.907
0.028,0,-9.884
0.009,-0.013,-9.873
0.038,-0.041,-9.917
0.046,-0.088,-9.918
0.042,-0.042,-9.858
0.033,-0.064,-9.874
0.025,-0.023,-9.948
0.041,-0.062,-9.918
0.022,-0.034,-9.845
0.028,-0.041,-9.863
0.032,-0.024,-9.899
0.023,-0.017,-9.887
0.06,-0.051,-9.851
0.017,0.013,-9.922
0.043,-0.042,-9.895
0.016,-0.029,-9.902
0.07,-0.072,-9.887
0.05,-0.072,-9.916
0.05,-0.067,-9.932
0.036,-0.051,-9.907
0.021,-0.005,-9.869
0.033,-0.032,-9.96
0.05,-0.026,-9.851
0.044,-0.072,-9.893
0.047,-0.063,-9.882
0.035,-0.048,-9.866
0.047,-0.08,-9.906
-0.009,0.02,-9.867
0.057,-0.054,-9.885
0.018,-0.019,-9.87
0.018,-0.018,-9.918
0.043,-0.065,-9.879
0.015,-0.009,-9.876
-0.004,0.003,-9.905
0.009,-0.013,-9.947
0.032,-0.048,-9.921
0.026,-0.046,-9.86
-0.027,0.03,-9.869
0.038,-0.045,-9.876
0.016,-0.021,-9.944
0.023,-0.019,-9.864
0.031,-0.037,-9.888
0.003,0.003,-9.912
0.038,-0.027,-9.922
0.047,-0.029,-9.92
-0.001,0,-9.889
0.057,-0.084,-9.886
0.018,-0.032,-9.837
0.02,-0.023,-9.939
0.044,-0.063,-9.913
0.015,-0.004,-9.899
0.017,-0.004,-9.824
0.032,-0.073,-9.93
0.062,-0.072,-9.887
0.026,-0.064,-9.892
0.01,-0.015,-9.884
0.035,-0.034,-9.882
-0.008,0.01,-9.896
0.031,-0.028,-9.905
-0.006,-0.025,-9.862
0.035,-0.018,-9.917
0.049,-0.062,-9.919
-0.022,0.03,-9.868
-0.007,0.004,-9.883
-0.009,0.029,-9.864
0.004,-0.006,-9.848
0.017,-0.033,-9.885
0.025,-0.03,-9.917
0.037,-0.045,-9.877
0.012,0.013,-9.899
0.015,-0.005,-9.876
0.028,-0.05,-9.872
0.01,0.012,-9.892
0.041,-0.067,-9.863
0.029,-0.018,-9.857
0.011,-0.019,-9.862
0.04,-0.041,-9.894
-0.008,0,-9.888
0.02,-0.002,-9.839
0.021,-0.065,-9.886
0.026,-0.017,-9.87
0.018,-0.027,-9.87
0.04,-0.036,-9.917
0.017,-0.028,-9.907
0.031,-0.028,-9.879
0.058,-0.062,-9.94
0.031,-0.028,-9.92
-0.004,0.013,-9.915
0.028,-0.002,-9.946
0.037,-0.053,-9.857
0.04,-0.035,-9.918
0.004,-0.003,-9.863
0.018,-0.012,-9.977
0.047,-0.078,-9.877
0.01,-0.016,-9.87
0.026,-0.035,-9.92
0.032,-0.027,-9.944
0.049,-0.067,-9.864
0.029,0.002,-9.884
0.029,-0.051,-9.912
0.058,-0.042,-9.881
0.032,-0.048,-9.848
0.004,-0.005,-9.89
0.021,-0.046,-9.946
0.046,-0.045,-9.858
0.023,-0.052,-9.924
0.035,-0.006,-9.891
-0.024,0.014,-9.845
0.023,-0.034,-9.924
0.005,0.004,-9.883
0.026,-0.027,-9.947
0.012,-0.035,-9.859
0.008,0.009,-9.845
0.049,-0.061,-9.857
0.002,-0.003,-9.92
0.012,0.011,-9.917
0.024,-0.001,-9.878
0.033,-0.05,-9.924
0.035,-0.036,-9.909
0.034,-0.057,-9.889
0.019,-0.02,-9.873
0.008,-0.025,-9.822
0.014,-0.001,-9.884
0.047,-0.072,-9.854
0.023,-0.002,-9.929
0.027,-0.054,-9.855
0.003,0.024,-9.917
0.003,-0.017,-9.902
0.03,-0.007,-9.875
0.029,-0.049,-9.9
0.04,-0.052,-9.907
0.025,-0.056,-9.894
0.02,-0.029,-9.942
0.027,-0.036,-9.892
0.039,-0.053,-9.86
0.043,-0.089,-9.86
0.029,-0.028,-9.872
0.022,-0.007,-9.901
0.04,-0.039,-9.85
0.049,-0.057,-9.869
0.053,-0.037,-9.916
0.034,-0.063,-9.872
0.03,-0.05,-9.874
0.057,-0.055,-9.89
0.025,-0.051,-9.871
-0.005,0.022,-9.874
0.023,-0.028,-9.897
0.015,0,-9.894
0.047,-0.044,-9.891
0.014,-0.025,-9.899
0.047,-0.054,-9.855
0.046,-0.064,-9.845
0.025,-0.013,-9.889
0.019,-0.028,-9.869
0.041,-0.054,-9.911
0.025,-0.05,-9.897
0.026,-0.05,-9.812
0.032,-0.059,-9.878
0.022,-0.014,-9.869
0.014,-0.029,-9.898
0.021,-0.041,-9.876
0.023,-0.038,-9.855
0.007,0.011,-9.833
-0.01,-0.025,-9.897
0.025,-0.015,-9.871
0.029,-0.021,-9.912
0.052,-0.045,-9.932
0.004,-0.01,-9.847
0.021,-0.032,-9.907
0.046,-0.055,-9.901
0.022,-0.02,-9.923
0.073,-0.068,-9.905
0.027,-0.032,-9.854
0.017,-0.036,-9.891
0.026,-0.04,-9.876
0.041,-0.041,-9.894
-0.003,-0.003,-9.877
0.028,-0.016,-9.896
0.027,-0.041,-9.966
0.016,-0.012,-9.902
0.023,-0.022,-9.912
0.021,-0.037,-9.937
0.019,-0.008,-9.855
0.038,-0.038,-9.897
0.027,-0.01,-9.896
0.013,-0.009,-9.985
0.022,0.002,-9.86
-0.004,0.015,-9.896
0.012,-0.022,-9.877
0.007,-0.01,-9.884
0.02,-0.004,-9.879
0.018,-0.033,-9.936
0.019,-0.006,-9.889
0.024,-0.022,-9.949
0.016,0,-9.849
-0.004,-0.01,-9.83
0.019,-0.014,-9.866
0.025,-0.017,-9.872
0.02,-0.007,-9.91
0.033,-0.037,-9.89
0.042,-0.02,-9.927
0.02,-0.029,-9.859
0.019,-0.016,-9.883
0.008,-0.051,-9.861
0.038,-0.036,-9.885
0.055,-0.081,-9.88
0.046,-0.049,-9.901
0.006,-0.025,-9.869
0.03,-0.045,-9.934
0.021,-0.043,-9.89
0,0.009,-9.907
0.021,-0.012,-9.901
0.042,-0.055,-9.889
-0.035,0.019,-9.956
0.006,-0.002,-9.884
0.004,0.003,-9.931
0.002,-0.004,-9.857
0.009,-0.035,-9.877
0.063,-0.063,-9.875
0.019,-0.021,-9.917
0.054,-0.061,-9.903
0.024,-0.023,-9.877
0.038,-0.022,-9.938
0.022,-0.041,-9.86
0.048,-0.066,-9.888
0.042,-0.051,-9.9
0.011,-0.008,-9.914
0.01,-0.029,-9.936
0.017,-0.011,-9.893
0.045,-0.056,-9.892
0.031,-0.02,-9.903
0.03,-0.039,-9.899
0.036,-0.072,-9.865
0.01,-0.033,-9.901
0.011,-0.026,-9.913
0.023,-0.032,-9.927
0.031,-0.063,-9.889
0.001,-0.004,-9.874
0.031,-0.036,-9.906
0.002,-0.033,-9.876
0.017,-0.002,-9.941
0.022,-0.026,-9.888
0.022,-0.005,-9.887
0.008,-0.038,-9.895
0.006,-0.008,-9.936
0.07,-0.099,-9.905
0.05,-0.041,-9.893
0.027,-0.037,-9.884
0.025,-0.05,-9.916
0.013,-0.022,-9.871
0.033,-0.044,-9.894
0.045,-0.049,-9.933
0.013,-0.002,-9.913
0.026,-0.065,-9.916
0.029,-0.026,-9.904
-0.007,-0.019,-9.845
0.04,-0.06,-9.903
-0.027,-0.019,-9.877
0.033,-0.044,-9.913
0.043,-0.056,-9.885
0.047,-0.037,-9.903
-0.007,0.003,-9.9
0.02,-0.018,-9.9
0.013,-0.02,-9.871
0.028,-0.028,-9.887
0.053,-0.089,-9.934
0.041,-0.065,-9.915
0.022,-0.031,-9.879
0.011,0.001,-9.851
0.022,-0.065,-9.864
0.036,-0.021,-9.894
0.025,-0.03,-9.907
-0.011,0.019,-9.855
0.053,-0.076,-9.903
0.024,-0.029,-9.872
0.024,-0.042,-9.851
0.047,-0.044,-9.871
0.012,-0.033,-9.915
0.039,-0.07,-9.87
0.006,-0.025,-9.889
0,0.008,-9.869
0.026,-0.037,-9.897
0.053,-0.055,-9.893
0.02,-0.018,-9.951
0.033,-0.031,-9.957
0.005,-0.015,-9.905
0.064,-0.038,-9.889
0.035,-0.069,-9.907
0.02,-0.028,-9.867
0.023,-0.024,-9.915
0.019,-0.022,-9.926
-0.015,0.001,-9.917
0.047,-0.031,-9.885
-0.002,0.016,-9.916
0.033,-0.014,-9.909
0.037,-0.047,-9.878
0.028,0,-9.886
0.041,-0.058,-9.943
0.01,0.006,-9.851
0.008,-0.036,-9.892
0.02,-0.009,-9.904
-0.001,-0.014,-9.86
0.037,-0.051,-9.92
0.014,-0.011,-9.87
0.046,-0.028,-9.853
0.027,-0.043,-9.878
0.018,-0.007,-9.902
0.01,-0.009,-9.917
0.032,-0.023,-9.934
0.021,-0.032,-9.886
0.014,-0.003,-9.887
0.033,-0.038,-9.862
0.047,-0.078,-9.871
0.033,-0.051,-9.885
0.03,-0.045,-9.927
0.033,-0.059,-9.908
0.03,-0.016,-9.882
0.019,-0.035,-9.856
-0.004,0.022,-9.91
0.031,-0.04,-9.839
0.032,-0.053,-9.904
0.012,0,-9.859
0.04,-0.066,-9.86
0.047,-0.064,-9.911
0.024,-0.031,-9.949
0.004,-0.026,-9.837
0.011,0.01,-9.904
0.021,-0.032,-9.899
0.045,-0.057,-9.857
-0.011,-0.001,-9.882
0.021,-0.034,-9.907
0.001,-0.018,-9.898
-0.006,0.003,-9.884
-0.001,-0.02,-9.896
0.02,-0.01,-9.91
-0.002,-0.034,-9.912
0.054,-0.035,-9.903
0.024,-0.047,-9.921
0.053,-0.066,-9.876
-0.013,0.017,-9.809
0.018,-0.028,-9.848
0.017,0.001,-9.865
0.043,-0.047,-9.911
0.009,-0.025,-9.903
0.047,-0.04,-9.952
-0.007,-0.032,-9.934
0.019,-0.002,-9.907
0.037,-0.063,-9.889
0.012,-0.003,-9.888
0.034,-0.031,-9.903
0.024,-0.045,-9.868
0.039,-0.081,-9.924
-0.014,0.037,-9.897
0.016,-0.024,-9.9
0.021,-0.022,-9.834
0.024,-0.023,-9.903
-0.005,0.028,-9.889
-0.005,-0.016,-9.835
0.054,-0.074,-9.908
0.028,-0.047,-9.89
0.027,-0.012,-9.917
0.029,-0.036,-9.92
0.034,-0.044,-9.907
-0.016,0.002,-9.873
0.025,-0.028,-9.915
0.012,-0.014,-9.891
0.02,-0.009,-9.863
0.022,-0.022,-9.923
0.035,-0.031,-9.873
0.001,0.009,-9.931
0.047,-0.014,-9.872
0.025,-0.037,-9.867
0.022,-0.008,-9.901
0.04,-0.024,-9.911
0.025,-0.017,-9.858
0.007,-0.008,-9.885
0.015,-0.02,-9.863
0.022,-0.008,-9.907
0.015,-0.02,-9.844
0.004,-0.006,-9.886
0.017,-0.032,-9.882
0.006,-0.012,-9.942
0.003,-0.018,-9.899
0.041,-0.071,-9.87
0.03,-0.029,-9.923
-0.021,0.014,-9.885
0.036,-0.038,-9.867
0.016,-0.03,-9.913
0.027,-0.049,-9.867
0.039,-0.053,-9.848
0.016,-0.03,-9.912
0.01,-0.031,-9.919
0.031,-0.051,-9.884
0.004,-0.011,-9.904
-0.028,0.036,-9.878
0.017,-0.003,-9.833
0.038,-0.028,-9.874
0.022,-0.032,-9.88
0.029,-0.047,-9.921
0.008,-0.036,-9.893
0.035,-0.074,-9.917
-0.01,-0.012,-9.84
0.043,-0.063,-9.852
0.027,-0.034,-9.9
0.008,-0.027,-9.929
0.012,-0.016,-9.906
0.056,-0.046,-9.93
0.013,-0.024,-9.876
0.046,-0.072,-9.872
0.039,-0.051,-9.841
0.03,-0.051,-9.913
0.008,-0.033,-9.904
0.028,-0.004,-9.902
0.026,-0.055,-9.846
0.032,-0.038,-9.872
0.018,-0.024,-9.907
0.046,-0.057,-9.856
0.017,-0.023,-9.881
0.061,-0.087,-9.933
0.024,-0.018,-9.87
0.043,-0.051,-9.881
0.031,-0.033,-9.894
0.023,-0.025,-9.896
0.024,-0.023,-9.884
0.028,-0.03,-9.902
0.042,-0.039,-9.884
0.032,-0.048,-9.891
-0.009,0.007,-9.932
0.039,-0.066,-9.89
0.03,-0.052,-9.859
0.055,-0.084,-9.926
0.044,-0.066,-9.867
0.026,-0.03,-9.911
-0.015,0.019,-9.861
0.047,-0.058,-9.821
0.022,-0.026,-9.936
0.03,-0.021,-9.912
0.021,-0.065,-9.92
-0.008,-0.005,-9.909
0.006,-0.023,-9.869
0.033,-0.038,-9.835
-0.016,0.017,-9.866
-0.002,0.025,-9.883
0.017,-0.017,-9.888
0.022,-0.025,-9.874
0.023,-0.028,-9.918
0.046,-0.073,-9.871
0.037,-0.072,-9.923
0.049,-0.056,-9.856
0.035,-0.065,-9.921
0.016,-0.002,-9.847
0.012,-0.015,-9.885
0.049,-0.068,-9.843
0.014,-0.02,-9.887
0.045,-0.053,-9.914
0.002,-0.009,-9.892
0.051,-0.064,-9.861
0.031,-0.051,-9.879
0.027,-0.045,-9.869
-0.002,0.017,-9.878
0.059,-0.071,-9.892
0.022,-0.023,-9.885
0.044,-0.052,-9.88
0.024,-0.044,-9.872
0.042,-0.045,-9.88
-0.002,0.002,-9.895
0.032,-0.025,-9.852
0.012,-0.016,-9.864
0,0.011,-9.864
0.018,-0.02,-9.858
0.022,-0.039,-9.915
0.024,-0.035,-9.908
0.019,-0.015,-9.947
-0.006,-0.023,-9.929
-0.004,-0.003,-9.86
0.014,-0.035,-9.878
0.021,-0.012,-9.89
0.024,-0.044,-9.866
0.01,0.001,-9.91
0.026,-0.042,-9.875
0.027,-0.009,-9.928
0.03,-0.06,-9.85
0.003,0.017,-9.949
0.009,-0.029,-9.861
0.009,-0.018,-9.919
0.031,-0.003,-9.865
0.041,-0.043,-9.881
0.013,-0.02,-9.851
0.038,-0.034,-9.898
0.022,-0.057,-9.953
0.02,-0.023,-9.923
0.011,-0.02,-9.849
0.022,-0.033,-9.842
0.013,-0.016,-9.846
0.039,-0.037,-9.892
0.004,0.032,-9.938
0.016,-0.01,-9.904
0.026,-0.051,-9.869
0.029,-0.017,-9.879
0.013,-0.024,-9.848
0.048,-0.051,-9.875
0.045,-0.05,-9.924
0.033,-0.015,-9.887
0.025,-0.027,-9.871
0.034,-0.045,-9.849
0.001,-0.003,-9.859
0.018,-0.038,-9.835
0.056,-0.081,-9.875
0.023,-0.019,-9.917
0.016,-0.021,-9.921
0.025,-0.037,-9.932
-0.012,-0.003,-9.915
-0.002,-0.008,-9.881
0.007,-0.011,-9.895
0.012,-0.002,-9.852
0.005,-0.039,-9.853
0.028,-0.025,-9.907
0.029,-0.02,-9.863
0.028,-0.049,-9.872
-0.011,-0.022,-9.882
-0.013,0.016,-9.856
0.004,-0.005,-9.863
0.062,-0.109,-9.881
0.032,-0.077,-9.876
0.041,-0.041,-9.922
0.026,-0.042,-9.895
0.034,-0.05,-9.897
-0.008,-0.009,-9.865
0.039,-0.065,-9.837
0.011,-0.048,-9.864
0.046,-0.073,-9.953
0.033,-0.058,-9.916
0.037,-0.043,-9.861
-0.005,-0.028,-9.925
0.02,-0.009,-9.9
0.026,-0.047,-9.88
0.037,-0.04,-9.942
0.023,-0.062,-9.902
0.032,-0.033,-9.912
0.024,-0.018,-9.818
0.031,-0.014,-9.826
0.015,-0.045,-9.933
0.043,-0.066,-9.885
0.035,-0.039,-9.877
0.053,-0.046,-9.892
0.042,-0.076,-9.854
0.02,-0.003,-9.88
0.013,-0.013,-9.888
0.005,0.001,-9.873
0.017,-0.02,-9.869
0.033,-0.057,-9.874
0.018,-0.025,-9.842
0.035,0.001,-9.894
0.011,-0.018,-9.9
0.024,-0.019,-9.927
0.037,-0.063,-9.877
0.055,-0.04,-9.821
0.033,-0.02,-9.858
0.022,-0.029,-9.866
0.033,-0.034,-9.91
0.041,-0.009,-9.888
0.012,-0.019,-9.846
0.025,-0.018,-9.901
0.013,-0.045,-9.907
0.03,-0.034,-9.898
-0.012,0.01,-9.886
0.007,-0.007,-9.825
0.018,-0.034,-9.83
0.003,0.012,-9.886
0.049,-0.065,-9.865
0.038,-0.069,-9.85
0.007,-0.046,-9.896
0.011,-0.008,-9.824
0.005,-0.016,-9.893
0.011,-0.012,-9.842
0,-0.03,-9.907
0.026,-0.019,-9.893
0.006,-0.028,-9.893
0.034,-0.079,-9.837
0.02,-0.069,-9.877
0.032,-0.05,-9.883
0.067,-0.063,-9.854
0.039,-0.054,-9.821
0.003,-0.031,-9.89
0.048,-0.066,-9.839
0,0.009,-9.828
0.017,-0.019,-9.901
-0.002,0.003,-9.891
0.029,-0.034,-9.871
0.021,-0.024,-9.863
0.047,-0.046,-9.837
0.002,-0.038,-9.896
0.021,-0.029,-9.888
0.013,-0.001,-9.886
0.042,-0.059,-9.864
0.037,-0.055,-9.937
0.035,-0.059,-9.905
-0.002,-0.007,-9.836
0.057,-0.04,-9.914
0.014,-0.037,-9.913
0.055,-0.037,-9.842
0.038,-0.084,-9.849
0.009,-0.024,-9.917
0.022,-0.057,-9.832
0.055,-0.033,-9.905
0.029,-0.045,-9.873
0.02,-0.021,-9.911
0.015,-0.007,-9.891
0.046,-0.056,-9.9
0.025,-0.051,-9.89
0.002,0.008,-9.853
0.041,-0.037,-9.913
0.02,-0.01,-9.889
0.034,-0.032,-9.899
0.019,-0.032,-9.907
0.006,-0.019,-9.891
0.028,-0.004,-9.823
0.019,-0.05,-9.865
0.03,-0.042,-9.826
0.014,-0.02,-9.832
0.012,-0.012,-9.877
