AccX,AccY,AccZ
-0.017,0.001,-9.903
0.037,-0.051,-9.894
0.009,-0.004,-9.874
0.023,-0.024,-9.888
0.01,0.002,-9.826
0.015,-0.023,-9.852
0.02,-0.03,-9.835
0.042,-0.052,-9.89
0.002,-0.014,-9.847
0.025,-0.01,-9.862
0.028,-0.058,-9.862
0.004,0.011,-9.84
0.039,-0.06,-9.879
0.029,-0.035,-9.834
-0.002,-0.025,-9.873
0.042,-0.044,-9.823
0.014,-0.051,-9.849
0.037,-0.048,-9.878
0.001,0.006,-9.85
-0.002,-0.001,-9.844
0.028,-0.058,-9.86
0.016,-0.049,-9.855
0.006,-0.027,-9.863
-0.002,0.035,-9.837
-0.005,0,-9.883
0.032,-0.049,-9.889
0.005,-0.025,-9.847
0.027,-0.046,-9.869
0.013,-0.037,-9.905
0.046,-0.081,-9.814
0.048,-0.065,-9.897
0.024,-0.008,-9.841
0.005,-0.01,-9.85
0.013,-0.031,-9.848
0.023,-0.037,-9.902
0.01,-0.005,-9.858
-0.058,0.042,-9.861
0.025,0.001,-9.881
0.015,-0.032,-9.934
0.002,0.003,-9.854
-0.004,-0.015,-9.861
0.018,0,-9.827
-0.001,-0.019,-9.851
0.033,-0.055,-9.863
0.018,-0.023,-9.862
0.017,-0.014,-9.885
0.017,-0.037,-9.853
0.051,-0.068,-9.836
0.007,-0.01,-9.873
0.028,-0.055,-9.839
0.025,-0.053,-9.885
0.026,-0.027,-9.876
0.007,-0.034,-9.885
0.004,0.017,-9.835
0.009,-0.023,-9.848
0.014,-0.047,-9.87
-0.019,-0.003,-9.882
0.024,-0.024,-9.851
0.005,-0.026,-9.861
0.028,-0.035,-9.818
0.008,-0.038,-9.894
0.016,-0.021,-9.903
-0.008,-0.015,-9.875
-0.007,-0.002,-9.884
0.009,-0.032,-9.826
0.019,-0.011,-9.954
0.024,-0.02,-9.865
0.005,-0.014,-9.893
0.007,-0.019,-9.833
0.021,-0.057,-9.903
0.019,-0.026,-9.914
0.005,-0.024,-9.896
0.025,-0.014,-9.902
0.019,-0.016,-9.867
0.014,-0.016,-9.907
0.015,-0.022,-9.849
0.047,-0.087,-9.822
0.046,-0.059,-9.855
0.023,-0.062,-9.894
0.022,-0.037,-9.868
-0.001,0.005,-9.885
-0.016,-0.008,-9.889
0.032,-0.043,-9.882
0.029,-0.053,-9.866
0.013,-0.041,-9.84
0.037,-0.065,-9.861
0.01,-0.032,-9.865
0.056,-0.105,-9.861
0.02,-0.02,-9.843
0.027,-0.034,-9.861
-0.005,-0.009,-9.859
0.038,-0.049,-9.827
0.027,-0.048,-9.851
0.008,-0.016,-9.846
0.047,-0.054,-9.831
0.021,-0.026,-9.877
0.029,-0.061,-9.858
0.022,-0.043,-9.883
0.039,-0.072,-9.806
0.021,-0.013,-9.899
0.02,-0.044,-9.852
0.025,-0.043,-9.831
0.018,-0.03,-9.852
0.024,-0.026,-9.897
0.03,-0.05,-9.891
-0.002,0.013,-9.89
-0.015,0.002,-9.889
0.028,-0.03,-9.902
0.033,-0.034,-9.894
0.039,-0.047,-9.863
0.028,-0.025,-9.85
0.017,-0.008,-9.855
0.009,0.002,-9.849
0.056,-0.06,-9.875
-0.028,0.008,-9.83
0.016,-0.019,-9.89
0.016,-0.025,-9.859
0.013,-0.016,-9.918
0.021,-0.033,-9.851
0.054,-0.032,-9.9
-0.002,-0.041,-9.859
0.044,-0.051,-9.868
0.03,-0.031,-9.851
0.036,-0.044,-9.869
0.022,-0.011,-9.848
0.012,-0.048,-9.849
0.019,-0.009,-9.88
0.031,-0.053,-9.898
0.002,-0.006,-9.871
0.005,-0.003,-9.868
0.029,-0.068,-9.876
0.02,-0.017,-9.805
0.01,-0.031,-9.861
0.006,-0.011,-9.907
0.019,-0.046,-9.842
0.054,-0.08,-9.85
-0.003,-0.031,-9.914
-0.009,0.017,-9.864
0.014,-0.019,-9.799
0.021,0.012,-9.855
0.029,-0.028,-9.863
0.04,-0.043,-9.847
0.028,-0.044,-9.861
0.046,-0.039,-9.882
0.012,-0.025,-9.887
0.005,-0.008,-9.881
0.019,-0.012,-9.819
-0.009,0.026,-9.863
0.001,-0.039,-9.892
0.037,-0.048,-9.841
0.013,-0.012,-9.861
0.045,-0.087,-9.854
0.023,-0.053,-9.84
0.047,-0.044,-9.856
0.033,-0.076,-9.869
0.022,-0.038,-9.857
0.013,-0.038,-9.916
0.04,-0.046,-9.892
0.016,-0.042,-9.914
-0.006,0.012,-9.849
0.023,-0.008,-9.885
0.061,-0.063,-9.867
-0.018,-0.011,-9.858
0.045,-0.067,-9.893
0.016,-0.083,-9.841
0.014,-0.002,-9.857
0.03,-0.057,-9.895
0.018,-0.027,-9.834
0.025,-0.022,-9.902
0.007,-0.023,-9.887
0.035,-0.057,-9.865
0.018,-0.043,-9.884
0.013,-0.025,-9.829
0.035,-0.031,-9.854
-0.013,-0.003,-9.83
0.031,-0.039,-9.862
0.007,-0.004,-9.855
0.045,-0.092,-9.875
-0.011,-0.011,-9.874
-0.002,0.031,-9.836
0.004,-0.026,-9.881
0.019,-0.023,-9.87
0.024,-0.063,-9.918
0,-0.037,-9.839
0.005,-0.035,-9.859
0.042,-0.066,-9.887
0.019,-0.054,-9.875
0.032,-0.026,-9.856
0.009,-0.033,-9.841
0.025,-0.026,-9.87
-0.012,0.019,-9.851
0.023,-0.051,-9.878
0.014,-0.046,-9.864
0.007,-0.012,-9.83
-0.017,-0.001,-9.871
0.018,-0.004,-9.806
0.012,-0.037,-9.834
0.024,-0.038,-9.856
-0.003,-0.025,-9.848
0.018,-0.037,-9.81
-0.001,-0.008,-9.857
0.048,-0.08,-9.841
0.052,-0.081,-9.869
0.05,-0.049,-9.843
0.015,-0.032,-9.838
0.029,-0.004,-9.884
0.014,-0.019,-9.86
0.029,-0.061,-9.86
0.037,-0.067,-9.82
0.029,-0.005,-9.859
0.02,-0.029,-9.852
0.039,-0.043,-9.888
-0.006,-0.012,-9.857
0.023,-0.019,-9.891
0.014,-0.013,-9.889
0.018,-0.014,-9.916
0.017,-0.048,-9.895
0.028,-0.029,-9.89
0.024,-0.065,-9.88
0.027,-0.007,-9.882
-0.004,-0.015,-9.829
0.04,-0.058,-9.86
0.021,-0.053,-9.885
0.019,-0.023,-9.877
-0.015,0.002,-9.831
0.025,-0.012,-9.875
0.017,-0.024,-9.914
0.035,-0.035,-9.894
0,0,-9.911
0.014,-0.013,-9.873
0.013,-0.032,-9.887
0.047,-0.061,-9.89
0.017,-0.009,-9.829
0.025,-0.023,-9.809
0.002,-0.012,-9.878
0.037,-0.049,-9.86
0.007,-0.002,-9.873
0.016,-0.005,-9.825
0.014,-0.045,-9.867
0.002,0.032,-9.842
0.01,-0.02,-9.87
0.033,-0.043,-9.875
-0.014,0.018,-9.908
0.024,-0.018,-9.922
0.02,-0.035,-9.901
0.003,0.011,-9.88
0.005,0.013,-9.887
0.039,-0.042,-9.935
0.017,-0.007,-9.897
0.049,-0.067,-9.859
0.037,-0.073,-9.893
0.028,-0.05,-9.884
0.028,-0.047,-9.897
0.053,-0.051,-9.881
-0.007,-0.004,-9.869
0.019,-0.019,-9.851
0.001,-0.047,-9.872
0.046,-0.069,-9.922
0.002,-0.007,-9.909
0.035,-0.031,-9.872
-0.002,-0.025,-9.89
0.027,-0.031,-9.87
0.005,-0.015,-9.857
0.016,-0.039,-9.855
0.024,-0.036,-9.86
0.043,-0.04,-9.9
0.009,-0.036,-9.83
0.009,0.011,-9.859
0.015,-0.04,-9.846
0.038,-0.044,-9.829
-0.002,-0.021,-9.943
0.032,-0.023,-9.852
0.034,-0.047,-9.878
0.039,-0.036,-9.855
-0.004,-0.003,-9.848
-0.011,0.012,-9.83
-0.017,0.017,-9.91
0.02,-0.007,-9.869
0.025,-0.043,-9.845
0.01,-0.014,-9.91
-0.001,-0.02,-9.884
0.033,-0.004,-9.858
0.037,-0.057,-9.865
0.049,-0.059,-9.868
0.03,-0.019,-9.846
0.036,-0.042,-9.893
0.02,-0.032,-9.873
0.034,-0.061,-9.921
0.023,-0.051,-9.878
0.023,-0.038,-9.901
0.011,-0.048,-9.912
0.035,-0.05,-9.888
0.027,-0.049,-9.864
0.023,-0.023,-9.87
-0.008,0.016,-9.844
0.047,-0.071,-9.882
0.018,-0.041,-9.92
0.011,-0.032,-9.9
0.013,-0.033,-9.849
0.049,-0.073,-9.905
0.012,0.001,-9.868
0.043,-0.04,-9.92
0.002,-0.031,-9.903
0.042,-0.052,-9.925
0.044,-0.072,-9.852
0.024,-0.054,-9.863
0.005,-0.037,-9.888
0.035,-0.042,-9.891
-0.002,-0.035,-9.92
0.004,-0.009,-9.88
0.043,-0.065,-9.893
0.024,-0.017,-9.858
-0.002,-0.016,-9.855
0.011,-0.019,-9.896
-0.018,0.01,-9.916
0.004,0.015,-9.887
0.002,-0.008,-9.878
0.018,-0.014,-9.877
0.033,-0.059,-9.865
0.048,-0.044,-9.92
0.032,-0.04,-9.874
0.008,0.008,-9.866
0.017,-0.045,-9.854
0.032,-0.03,-9.872
0.019,-0.041,-9.882
0.039,-0.049,-9.88
0.041,-0.056,-9.924
0.044,-0.059,-9.869
-0.018,-0.005,-9.883
0.014,0.018,-9.878
0.014,-0.026,-9.836
0.028,-0.031,-9.846
0.018,-0.033,-9.863
0.038,-0.047,-9.862
0.03,-0.028,-9.872
0.03,-0.033,-9.901
0.042,-0.037,-9.884
0.025,0.017,-9.858
0.029,-0.045,-9.875
0.05,-0.04,-9.887
0.012,-0.01,-9.914
0.027,-0.018,-9.899
0.037,-0.067,-9.862
0.014,-0.028,-9.843
-0.014,0.006,-9.84
0.018,-0.024,-9.866
0.014,-0.028,-9.882
0.031,-0.043,-9.856
0.021,-0.035,-9.879
0.003,-0.004,-9.838
0.018,-0.018,-9.854
0.048,-0.05,-9.892
0.035,-0.046,-9.888
0.005,-0.012,-9.906
0.012,-0.02,-9.868
0.048,-0.066,-9.864
0.02,-0.057,-9.864
0.022,-0.033,-9.858
0.007,-0.036,-9.926
0.019,-0.029,-9.902
-0.002,-0.035,-9.905
0.03,-0.05,-9.892
-0.01,-0.006,-9.861
0.053,-0.064,-9.863
0.015,-0.039,-9.906
0.026,-0.022,-9.929
0.009,-0.004,-9.857
0.006,0.016,-9.899
0.027,-0.052,-9.883
0.001,-0.002,-9.864
-0.011,-0.002,-9.891
0.001,0.005,-9.9
0.027,-0.052,-9.856
0.033,-0.039,-9.862
0.013,-0.02,-9.806
0.041,-0.025,-9.839
0.04,-0.058,-9.852
-0.005,-0.003,-9.886
0.033,-0.046,-9.859
0.009,0.004,-9.893
0.015,-0.015,-9.854
0,0.002,-9.857
0.002,-0.031,-9.885
0.062,-0.067,-9.89
0.014,-0.037,-9.806
0.024,-0.002,-9.871
0.045,-0.061,-9.881
0.05,-0.061,-9.813
0.048,-0.07,-9.892
-0.014,0.03,-9.863
0.014,-0.037,-9.894
0.028,-0.037,-9.876
-0.001,-0.012,-9.825
0.027,-0.044,-9.858
0.027,-0.058,-9.914
0.028,-0.029,-9.847
0.008,-0.018,-9.915
0.041,-0.071,-9.869
0.02,-0.061,-9.857
0.04,-0.057,-9.885
0.048,-0.078,-9.9
0.028,-0.038,-9.91
-0.001,-0.013,-9.845
0.006,0.001,-9.936
-0.009,0.006,-9.87
0.015,-0.031,-9.851
0.028,-0.045,-9.881
0.075,-0.076,-9.878
0.03,-0.04,-9.849
0.006,-0.036,-9.824
0.001,-0.041,-9.835
0.037,-0.072,-9.851
0.017,-0.01,-9.895
0.029,-0.06,-9.878
0.02,-0.032,-9.87
0.027,-0.045,-9.882
0.005,-0.013,-9.873
0.053,-0.039,-9.847
0.022,-0.045,-9.883
0.005,-0.019,-9.888
0.011,-0.041,-9.841
0.051,-0.049,-9.893
0.03,-0.054,-9.886
0.007,-0.035,-9.889
0.046,-0.056,-9.923
0.025,-0.029,-9.882
0.006,-0.017,-9.83
0,-0.008,-9.875
-0.003,-0.005,-9.835
0.047,-0.09,-9.838
0.023,-0.031,-9.858
0.042,-0.059,-9.839
0.045,-0.045,-9.872
0.039,-0.021,-9.875
0.007,-0.012,-9.877
0.063,-0.083,-9.86
0.025,-0.036,-9.869
0.002,0.01,-9.885
0.016,-0.049,-9.861
0.065,-0.049,-9.851
0.04,-0.065,-9.832
0.047,-0.067,-9.911
0.026,-0.027,-9.832
0.023,-0.017,-9.834
0.015,-0.025,-9.899
0.037,-0.044,-9.832
0.036,-0.049,-9.865
0.002,0.013,-9.906
0.028,-0.031,-9.838
0.036,-0.065,-9.899
0.018,-0.038,-9.844
0.002,-0.028,-9.865
0.02,-0.045,-9.87
0.017,-0.014,-9.908
0.001,-0.033,-9.887
0.013,-0.04,-9.881
0.028,-0.056,-9.862
0.048,-0.045,-9.862
0.006,-0.017,-9.832
0.004,-0.023,-9.855
-0.001,-0.032,-9.866
0.027,-0.046,-9.914
0.027,-0.026,-9.836
0.018,-0.012,-9.857
0.015,-0.027,-9.866
0.034,-0.053,-9.914
0.022,-0.028,-9.85
0.043,-0.056,-9.844
-0.006,0.025,-9.843
0.01,-0.006,-9.899
0.02,-0.037,-9.852
0.061,-0.076,-9.894
0.021,-0.026,-9.91
0.011,0.004,-9.839
0.002,-0.018,-9.908
0.049,-0.065,-9.834
0.023,-0.053,-9.831
0.028,-0.05,-9.876
0.019,-0.016,-9.836
0.05,-0.062,-9.835
0.02,-0.012,-9.846
0.056,-0.087,-9.93
-0.018,0.021,-9.895
0.043,-0.077,-9.838
0.009,-0.019,-9.863
0.008,-0.014,-9.829
-0.021,0.026,-9.87
0.027,-0.012,-9.899
0.014,-0.034,-9.872
0.024,-0.01,-9.804
0.017,-0.034,-9.867
0.041,-0.047,-9.89
0.026,-0.036,-9.841
0.056,-0.061,-9.878
0.012,-0.03,-9.877
0.039,-0.049,-9.854
0.014,0.007,-9.899
0.028,-0.034,-9.837
0.035,-0.048,-9.896
0.028,-0.035,-9.862
0.022,-0.05,-9.813
0.037,-0.049,-9.854
-0.016,0.021,-9.823
0.049,-0.099,-9.838
-0.003,-0.034,-9.881
0.035,-0.057,-9.892
0.033,-0.059,-9.849
-0.002,0.018,-9.874
0.03,-0.057,-9.894
0.048,-0.05,-9.842
0.022,-0.055,-9.862
0.003,0.005,-9.9
0.008,-0.026,-9.863
0.014,-0.032,-9.906
0.002,-0.022,-9.867
0.02,-0.011,-9.843
0.021,-0.04,-9.887
0.019,-0.007,-9.853
-0.003,0.004,-9.887
0.006,-0.026,-9.878
0.021,-0.026,-9.871
0.051,-0.058,-9.895
0.026,-0.013,-9.879
0.028,-0.03,-9.873
0.016,-0.007,-9.855
0.037,-0.079,-9.859
0.036,-0.044,-9.805
0.019,-0.012,-9.897
-0.01,-0.029,-9.887
0.04,-0.038,-9.896
0.033,-0.059,-9.842
0.032,-0.028,-9.88
0.036,-0.052,-9.881
0.018,-0.021,-9.817
-0.01,0.025,-9.853
0.007,-0.007,-9.884
-0.002,-0.003,-9.88
0.055,-0.07,-9.945
0.004,-0.038,-9.867
0.032,-0.005,-9.883
0.015,-0.027,-9.914
0.004,-0.015,-9.847
0.007,0.005,-9.875
0.046,-0.058,-9.899
0.048,-0.075,-9.877
0.004,-0.004,-9.806
0.01,-0.022,-9.923
0.047,-0.033,-9.855
0.021,-0.032,-9.905
0.031,-0.022,-9.897
0.017,-0.027,-9.891
0.03,-0.045,-9.873
-0.005,-0.015,-9.867
0.014,-0.003,-9.877
0.03,-0.054,-9.898
0.051,-0.078,-9.863
0.052,-0.072,-9.861
0.058,-0.058,-9.871
0.038,-0.035,-9.883
0.006,-0.036,-9.858
0.015,-0.023,-9.872
0.02,-0.004,-9.852
0.022,-0.014,-9.883
0.051,-0.059,-9.871
0.029,-0.059,-9.929
0.042,-0.037,-9.869
0.025,-0.023,-9.839
0.062,-0.058,-9.895
0.025,-0.041,-9.859
0.041,-0.017,-9.853
0.007,-0.033,-9.877
0.05,-0.048,-9.889
0.024,-0.035,-9.861
0.06,-0.073,-9.854
-0.013,0.033,-9.89
0.04,-0.05,-9.864
0.019,-0.04,-9.868
0.026,-0.036,-9.839
0.038,-0.064,-9.834
0.033,-0.014,-9.87
0.022,-0.041,-9.849
0.029,-0.016,-9.901
0.031,-0.041,-9.867
0.002,0,-9.82
0.005,-0.012,-9.855
0.031,-0.052,-9.874
0.047,-0.08,-9.875
0.015,0.009,-9.864
0.037,-0.052,-9.904
-0.003,0.01,-9.88
0.014,-0.056,-9.895
0.016,-0.016,-9.864
0.028,-0.04,-9.877
0.034,-0.057,-9.82
0.036,-0.042,-9.891
0.044,-0.027,-9.868
0.018,-0.026,-9.882
0.023,-0.027,-9.924
0.01,-0.004,-9.864
0.014,-0.003,-9.836
0.039,-0.06,-9.834
0.04,-0.016,-9.852
0.024,-0.029,-9.881
0.018,-0.023,-9.896
0.008,-0.025,-9.884
0.036,-0.002,-9.847
-0.003,0.009,-9.92
-0.002,0.039,-9.852
0.031,-0.069,-9.846
0.036,-0.024,-9.854
0.034,-0.043,-9.882
0.048,-0.04,-9.884
0.024,-0.018,-9.936
0.035,-0.038,-9.841
0.024,-0.028,-9.852
-0.012,0.001,-9.906
0.006,-0.017,-9.855
0.039,-0.036,-9.852
0.017,-0.019,-9.891
0.018,0.022,-9.853
0.004,-0.008,-9.884
0.039,-0.076,-9.835
-0.017,0.009,-9.859
0.03,-0.044,-9.856
-0.009,0.024,-9.859
0.022,-0.013,-9.885
-0.021,0.031,-9.901
0.037,-0.046,-9.871
0.041,-0.053,-9.863
0.005,-0.031,-9.879
0.008,-0.01,-9.863
0.038,-0.031,-9.818
0.033,-0.035,-9.895
0.019,-0.018,-9.834
0.049,-0.039,-9.834
0.025,-0.029,-9.849
0.011,-0.003,-9.923
0.034,-0.017,-9.874
0.022,-0.051,-9.891
0.028,-0.013,-9.859
0.006,-0.012,-9.864
0.005,0.003,-9.845
0.03,-0.051,-9.876
0.014,0.007,-9.867
0.028,-0.077,-9.886
0.034,-0.019,-9.868
0.017,-0.031,-9.827
0.064,-0.092,-9.851
0.034,-0.065,-9.865
0.017,-0.029,-9.907
0.043,-0.068,-9.86
0.01,-0.015,-9.881
0.037,-0.041,-9.901
0.036,-0.05,-9.861
0.031,-0.042,-9.883
0.042,-0.013,-9.849
0.033,-0.074,-9.854
0.021,-0.022,-9.859
0.046,-0.09,-9.887
0.035,-0.053,-9.852
0.023,-0.047,-9.917
0.022,-0.021,-9.856
0.03,-0.045,-9.858
0.029,-0.016,-9.905
0.035,-0.049,-9.937
0.008,-0.017,-9.868
-0.013,0.012,-9.885
0.004,-0.001,-9.866
0.03,-0.026,-9.867
0.027,-0.036,-9.952
0.012,-0.038,-9.829
0.032,-0.036,-9.857
0.019,-0.03,-9.845
0.037,-0.037,-9.896
0.016,-0.021,-9.886
0.009,-0.001,-9.876
0.022,-0.045,-9.838
0.035,-0.023,-9.845
-0.011,-0.003,-9.825
0.012,-0.06,-9.864
0.042,-0.071,-9.815
0.021,-0.009,-9.813
0.023,-0.02,-9.864
0.038,-0.045,-9.873
0.024,-0.043,-9.851
0.016,-0.007,-9.869
-0.008,-0.036,-9.865
0.021,-0.004,-9.874
0.024,-0.042,-9.894
0.035,-0.058,-9.867
0.024,-0.015,-9.876
0.034,-0.028,-9.868
0.001,-0.008,-9.874
0.038,-0.046,-9.851
0.01,-0.012,-9.859
0.017,-0.013,-9.868
0.017,-0.027,-9.853
0.055,-0.065,-9.883
0.032,-0.06,-9.836
0.039,-0.076,-9.906
0.027,-0.058,-9.832
0.013,0.008,-9.913
0.035,-0.056,-9.822
0.05,-0.063,-9.829
-0.003,-0.004,-9.851
0.03,-0.049,-9.895
0.008,-0.022,-9.885
0.021,-0.025,-9.845
-0.006,0.018,-9.857
0.017,-0.028,-9.879
0.024,-0.049,-9.868
0.03,-0.023,-9.909
0.013,-0.038,-9.915
0.025,-0.015,-9.837
0.016,0.013,-9.839
0.047,-0.05,-9.854
0.013,0.009,-9.909
0.046,-0.018,-9.83
-0.006,0.009,-9.833
0.027,-0.066,-9.929
0.024,-0.016,-9.912
0.05,-0.064,-9.879
-0.016,0.007,-9.868
0.016,-0.028,-9.823
0.021,-0.013,-9.859
0.032,-0.049,-9.853
0.035,-0.035,-9.842
0.04,-0.064,-9.922
0.034,-0.07,-9.833
0.049,-0.05,-9.88
0.028,-0.012,-9.865
0.029,-0.04,-9.824
0.016,-0.012,-9.912
0.042,-0.035,-9.855
0.032,-0.036,-9.838
0.027,-0.051,-9.855
-0.014,0.009,-9.889
0.006,0,-9.849
0.016,-0.013,-9.894
0.019,-0.027,-9.842
0.014,-0.013,-9.854
0.044,-0.057,-9.854
0.024,-0.015,-9.858
0.03,-0.045,-9.85
-0.003,0,-9.867
0.023,-0.004,-9.896
0.026,-0.027,-9.858
0.001,0.001,-9.868
0.031,-0.056,-9.816
0.039,-0.025,-9.862
0.007,0.008,-9.857
0.041,-0.06,-9.874
0.015,-0.027,-9.831
0.022,-0.031,-9.899
0.056,-0.061,-9.858
0.048,-0.061,-9.861
-0.027,0.013,-9.839
0.007,-0.006,-9.937
-0.004,-0.019,-9.937
-0.01,0.015,-9.857
0.006,0.006,-9.821
0.016,-0.043,-9.882
0.004,-0.043,-9.906
0.013,0.012,-9.882
0.001,0.017,-9.857
0.045,-0.055,-9.917
0.013,-0.022,-9.897
0.017,-0.02,-9.926
0.014,-0.015,-9.873
0.023,-0.031,-9.89
-0.021,0.02,-9.892
0.026,-0.038,-9.876
0.059,-0.082,-9.869
0.013,-0.013,-9.838
0.042,-0.055,-9.901
0.032,-0.027,-9.876
-0.007,-0.008,-9.898
0.012,-0.023,-9.9
0.03,-0.058,-9.845
0.028,-0.058,-9.85
0.023,-0.059,-9.871
0.019,-0.004,-9.889
0.01,-0.005,-9.882
0.05,-0.084,-9.865
0,0.001,-9.875
0.024,-0.02,-9.905
0.017,-0.023,-9.825
0.043,-0.072,-9.843
0.028,-0.049,-9.875
0.021,-0.031,-9.802
0.02,0.002,-9.829
0.01,-0.006,-9.871
-0.001,0.009,-9.857
0.002,0.01,-9.898
0.021,-0.031,-9.845
0.048,-0.089,-9.819
-0.004,-0.013,-9.87
0.009,-0.049,-9.807
0.001,0.016,-9.855
0.027,-0.046,-9.896
0.004,-0.012,-9.845
0.045,-0.059,-9.909
0,-0.023,-9.865
0.02,-0.021,-9.883
0.014,-0.045,-9.881
0.028,-0.019,-9.86
0.026,-0.062,-9.839
0.021,-0.032,-9.827
0.016,-0.021,-9.887
0.012,-0.013,-9.812
0.018,-0.04,-9.818
0.026,-0.029,-9.824
0.013,-0.006,-9.846
0.019,-0.025,-9.839
0.016,-0.03,-9.869
0.049,-0.078,-9.862
-0.005,0.016,-9.831
0.049,-0.074,-9.9
0.009,-0.039,-9.895
0.041,-0.046,-9.883
-0.007,0.006,-9.88
0.038,-0.064,-9.86
-0.001,-0.023,-9.859
0.018,-0.043,-9.842
0.028,-0.056,-9.894
0.022,-0.01,-9.853
0.003,0.006,-9.827
0.022,-0.015,-9.875
0.02,-0.023,-9.892
0.026,-0.018,-9.874
0.007,-0.021,-9.841
0.024,-0.019,-9.85
0.018,-0.043,-9.815
0.033,-0.064,-9.886
-0.01,0.003,-9.859
0.015,-0.01,-9.879
-0.004,-0.001,-9.877
0.021,-0.054,-9.865
0.008,-0.042,-9.892
0.008,-0.022,-9.833
0.003,-0.001,-9.878
0.029,-0.041,-9.883
0.007,-0.016,-9.831
0.025,-0.012,-9.854
0.029,-0.048,-9.83
0.025,-0.039,-9.862
-0.007,0.007,-9.862
0.013,-0.024,-9.903
0.02,-0.041,-9.793
0.027,-0.034,-9.863
0.023,-0.048,-9.919
0.032,-0.037,-9.897
0.005,-0.024,-9.862
0.005,-0.031,-9.814
0.022,-0.047,-9.862
0.039,-0.008,-9.816
0.025,-0.033,-9.834
0.046,-0.064,-9.858
0.025,-0.047,-9.899
0.041,-0.069,-9.905
-0.007,-0.037,-9.885
0.013,-0.026,-9.825
0,-0.015,-9.898
0.011,-0.007,-9.822
0.024,-0.041,-9.844
0.018,-0.022,-9.848
-0.004,-0.002,-9.898
0.047,-0.053,-9.862
0.02,-0.042,-9.86
0.011,-0.042,-9.802
0.007,-0.029,-9.859
0.036,-0.052,-9.874
0.011,-0.024,-9.849
0.032,-0.042,-9.808
0.019,-0.059,-9.907
0.026,-0.035,-9.887
-0.017,0.01,-9.896
0.038,-0.046,-9.901
0.006,-0.016,-9.932
0.053,-0.053,-9.856
-0.004,0.009,-9.8
0.026,-0.031,-9.853
0.011,-0.018,-9.893
0.03,-0.022,-9.858
-0.006,0,-9.904
0.038,-0.067,-9.889
0.026,-0.052,-9.865
0.018,-0.042,-9.805
-0.023,0.009,-9.874
0.032,-0.038,-9.848
0.018,-0.034,-9.898
0.02,-0.043,-9.82
0.011,-0.019,-9.895
0.022,-0.006,-9.87
-0.004,-0.008,-9.864
0.032,-0.069,-9.855
0.048,-0.061,-9.886
0.059,-0.042,-9.851
-0.003,0.018,-9.848
0.016,-0.021,-9.919
0.043,-0.047,-9.839
0.049,-0.051,-9.887
0.025,-0.019,-9.876
0.056,-0.042,-9.863
0.015,-0.032,-9.868
0.017,-0.012,-9.872
0.03,-0.042,-9.893
0.028,-0.027,-9.901
-0.008,0.006,-9.906
0.028,-0.067,-9.891
0.062,-0.075,-9.851
0.017,-0.03,-9.877
-0.018,-0.017,-9.862
0.031,-0.045,-9.899
0.047,-0.072,-9.813
0.014,-0.021,-9.914
0.037,-0.061,-9.825
0.021,-0.001,-9.911
0.023,-0.019,-9.859
0.028,-0.046,-9.87
0.039,-0.051,-9.883
0.039,-0.035,-9.869
0.025,-0.045,-9.861
0.041,-0.077,-9.866
-0.005,0.005,-9.899
0.042,-0.048,-9.845
0.005,-0.035,-9.868
0.041,-0.062,-9.825
-0.003,0.017,-9.911
-0.004,-0.006,-9.904
-0.018,0.001,-9.885
0.043,-0.059,-9.929
0.008,-0.014,-9.88
0.045,-0.061,-9.824
0.006,-0.038,-9.906
0.031,-0.027,-9.9
-0.013,-0.006,-9.914
0.025,-0.013,-9.829
0.021,-0.044,-9.834
0.024,-0.041,-9.889
0.015,-0.024,-9.898
0.046,-0.068,-9.836
0.029,-0.056,-9.873
0.001,-0.028,-9.818
0.03,-0.056,-9.871
0.008,-0.011,-9.877
0.01,-0.015,-9.88
0.02,0.008,-9.857
-0.003,-0.03,-9.888
0.008,0.003,-9.917
-0.015,-0.01,-9.848
0.022,0.004,-9.862
0.01,-0.009,-9.883
0.015,-0.001,-9.883
0.021,-0.043,-9.843
0.026,-0.009,-9.921
0.016,-0.058,-9.855
0.015,0.005,-9.914
0.024,-0.014,-9.862
0.048,-0.048,-9.858
-0.012,-0.013,-9.841
0.02,-0.005,-9.848
0.015,-0.033,-9.849
0.013,-0.007,-9.871
0.015,-0.049,-9.827
-0.008,0.02,-9.901
0.029,-0.063,-9.847
0.036,-0.037,-9.883
0.025,-0.055,-9.824
-0.002,0.012,-9.836
0.001,-0.019,-9.888
0.021,-0.022,-9.888
0.04,-0.06,-9.872
0.018,-0.014,-9.874
0.02,-0.056,-9.925
0.038,-0.039,-9.848
-0.018,0.022,-9.865
0.033,-0.055,-9.874
0.035,-0.064,-9.859
0.006,0.015,-9.932
-0.014,0.024,-9.896
0.011,0.007,-9.841
0.031,-0.042,-9.852
0.026,-0.029,-9.88
0.007,-0.049,-9.869
0.039,-0.03,-9.817
0.027,-0.056,-9.879
0.027,-0.059,-9.851
-0.01,0.018,-9.887
0.032,-0.031,-9.825
-0.012,-0.004,-9.855
0.024,-0.032,-9.842
0.007,-0.047,-9.858
0.024,-0.023,-9.889
0.047,-0.095,-9.872
0.003,0.018,-9.842
0.006,0.007,-9.876
0.019,-0.013,-9.887
0.037,-0.073,-9.867
0.043,-0.04,-9.853
0.025,-0.054,-9.918
